No,Institution_name,Item_desp,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num
583,Western Cape - Health,PPE019 Surface sanitisers and disinfectants,TERMINIX,0,150,1,0,31/01/2021,R150.00,19/02/2021,R150,150,150
589,Western Cape - Health,PPE021 Sanitising of buildings,ZARA CLEANING SERVICES,0,"77,685.16",1,0,31/01/2021,"R77,685.16",2/8/2021,"R77,685",77685,77685.16
590,Western Cape - Health,PPE021 Sanitising of buildings,DYNAMIC EXCLUSIVE MAINTENANCE SERVICES,0,"8,333.33",1,0,31/01/2021,"R8,333.33",2/12/2021,"R8,333",8333,8333.33
591,Western Cape - Health,PPE021 Sanitising of buildings,ZARA CLEANING SERVICES,0,"18,615.74",1,0,31/01/2021,"R18,615.74",18/02/2021,"R18,616",18616,18615.74
592,Western Cape - Health,PPE021 Sanitising of buildings,TSEBO SOLUTIONS GROUP,0,"1,812,662.36",1,0,31/01/2021,"R1,812,662.36",19/02/2021,"R1,812,662",1812662,1812662.36
594,Western Cape - Health,PPE027 Manual sanitiser dispensers,PTA AGENCIES,0,151.75,400,0,31/01/2021,"R60,700.00",2/11/2021,"R60,700",60700,60700
595,Kwazulu Natal - Health,Infrastructure,Margate Beach Lodge,Margate Beach Lodge for Quarantine site - Quarantine Site Accommodation,"5,292,300.00",1,per m2,30/12/2020,"R5,292,300.00",,R0,0,5292300
603,Public Works,0,Lunyamezelo Unications Primary Co-operativew,Surgical Masks 3 ply,10,4000,Box of 100,30/11/2020,"R40,000.00",,R0,0,40000
612,Western Cape - Health,Human resources-services,IMMPLOY RECRUITMENT AGENCY,.,"30,340.52",1,KG,30/11/2020,"R30,340.52",1/8/2021,"R30,341",30341,30340.52
618,Unemployment Insurance Fund,Other,Auditor General South Africa,Audit on Covid-20,"3,283,881.57",1,Each,30/11/2020,"R3,280,881.57",12/4/2020,"R3,283,882",3283882,3280881.57
619,Western Cape - Health,Other,COMPASS MEDICAL WASTE SERVICES,Disposal Service,"1,331.43",5,0,30/11/2020,"R6,657.15",2/5/2021,"R6,657",6657,6657.15
620,Western Cape - Health,Other,COMPASS MEDICAL WASTE SERVICES,Removal Service,"3,257.08",1,PK,30/11/2020,"R3,257.08",15/01/2021,"R3,257",3257,3257.08
621,Western Cape - Health,Other,COMPASS MEDICAL WASTE SERVICES,Waste Removal,"1,308.29",1,0,30/11/2020,"R1,308.29",3/12/2021,"R1,308",1308,1308.29
622,Western Cape - Education,PPE000 Other PPEs,DYNAMIC INTEGRATED SOLUTIONS,"SOLUTION,SODIUM HYPOCHLORITE",850,1,Each,30/11/2020,R0.00,12/11/2020,R850,850,0
623,Western Cape - Education,PPE000 Other PPEs,ENVIRO-SAFE ENVIRONMENTAL SERVICES,"SOLUTION,SODIUM HYPOCHLORITE","1,552.50",1,Each,30/11/2020,R0.00,12/11/2020,"R1,553",1553,0
631,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,.,3.5,830000,EA,30/11/2020,"R2,905,000.00",21/01/2021,"R2,905,000",2905000,2905000
640,Western Cape - Education,PPE021 Sanitising of buildings,CONNOR PEST CONTROL SERVICE,0,"3,954.40",1,0,30/11/2020,R0.00,12/11/2020,"R3,954",3954,0
674,Western Cape - Health,Other,TRIGON TRAVEL,Accomodation Service,"19,320.00",1,0,30/10/2020,"R19,320.00",2/12/2021,"R19,320",19320,19320
695,Kwazulu Natal - Health,PPE015 Non-sterile examination gloves,Sebenzani Trading 622 CC,0,183,10000,Box of 100,30/10/2020,"R1,830,000.00",,R0,0,1830000
696,Kwazulu Natal - Health,PPE015 Non-sterile examination gloves,Sebenzani Trading 622 CC,0,366,25000,Box of 100,30/10/2020,"R9,150,000.00",,R0,0,9150000
705,Western Cape - Education,PPE021 Sanitising of buildings,MADAMS TRINITY SERVICES,0,3.9,1613,per m2,30/10/2020,R0.00,11/6/2020,"R6,291",6291,0
731,Western Cape - Health,Human resources-services,AFFIRMATIVE PORTFOLIOS,0,0,0,0,30/09/2021,"R4,821.17",30/09/2021,"R4,821",4821,4821.17
736,Western Cape - Health,Other,PC-CARD KNYSNA HOSPITAL,CONS HOUS SUP:DIS PAPER/PLAST,0,0,0,30/09/2021,R632.40,30/09/2021,R632,632,632.4
737,Western Cape - Health,Other,PC-CARD RIVERSDALE HOSPITAL,CONS HOUS SUP:DIS PAPER/PLAST,0,0,0,30/09/2021,R852.70,30/09/2021,R853,853,852.7
761,Gauteng - Health,Battery monitor trolley Mindray VS800,RESPIRATORY CARE AFRICA,0,"4,583.17",2,EA,30/09/2020,"R9,166.34",,R0,0,9166.34
762,Gauteng - Health,Bed hospital high-low RT24-02-005,HOSPI-FURN,0,"14,346.49",10,EA,30/09/2020,"R143,464.90",,R0,0,143464.9
763,Gauteng - Health,Bed hospital high-low RT24-02-005,HOSPI-FURN,0,"14,346.49",30,EA,30/09/2020,"R430,394.70",,R0,0,430394.7
764,Gauteng - Health,Bracket wall monitor GE HEALTHCARE B450,MEDHOLD MEDICAL,0,"5,459.09",2,EA,30/09/2020,"R10,918.18",,R0,0,10918.18
765,Gauteng - Health,Bracket wall monitor modular BLT Q7,ECOMED MEDICAL,0,"2,041.89",10,EA,30/09/2020,"R20,418.90",,R0,0,20418.9
766,Gauteng - Health,"Central station ICU monitor ""Drager""",DRAGER SOUTH AFRICA,0,"243,041.74",1,EA,30/09/2020,"R243,041.74",,R0,0,243041.74
767,Gauteng - Health,Gown surgical large non-wov blue sterile,Promed Technologies,0,23.83,10000,EA,30/09/2020,"R238,300.00",,R0,0,238300
768,Gauteng - Health,Gown surgical large non-wov blue sterile,Promed Technologies,0,47.66,40000,EA,30/09/2020,"R1,906,400.00",,R0,0,1906400
769,Gauteng - Health,Gown surgical med non-woven blue sterile,Promed Technologies,0,23.14,10000,EA,30/09/2020,"R231,400.00",,R0,0,231400
770,Gauteng - Health,Gown surgical med non-woven blue sterile,Promed Technologies,0,23.14,40000,EA,30/09/2020,"R925,600.00",,R0,0,925600
771,Gauteng - Health,Gown surgical med non-woven blue sterile,Promed Technologies,0,23.14,5000,EA,30/09/2020,"R115,700.00",,R0,0,115700
772,Gauteng - Health,Gown surgical sml non-woven blue sterile,Promed Technologies,0,22.46,100,EA,30/09/2020,"R2,246.00",,R0,0,2246
773,Gauteng - Health,Gown surgical sterile non-woven xl blue,LOGAN MEDICAL AND SURGICAL,0,20,24000,EA,30/09/2020,"R480,000.00",,R0,0,480000
774,Western Cape - Health,Human resources-services,Vencorp Placements,0,"14,211.13",1,EA,30/09/2020,"R14,211.13",14/10/2020,"R14,211",14211,14211.13
775,Western Cape - Health,Human resources-services,DOEPA TRADING 36,0,350,1,EA,30/09/2020,R350.00,21/10/2020,R350,350,350
776,Gauteng - Health,Mask face surgical with ties 3 ply,NATIONAL MEDICAL SUPPLIES,0,0.8,80000,EA,30/09/2020,"R64,000.00",,R0,0,64000
777,Gauteng - Health,Mask respirator & surgical 1860 adult sz,LIORA MEDICAL SUPPLIES,0,429,10000,EA,30/09/2020,"R4,290,000.00",,R0,0,4290000
778,Gauteng - Health,"Mattress for hospital bed/cot ""Durofoam""",HOSPI-FURN,0,"1,476.20",10,EA,30/09/2020,"R14,762.00",,R0,0,14762
779,Gauteng - Health,"Mattress for hospital bed/cot ""Durofoam""",HOSPI-FURN,0,"1,476.20",30,EA,30/09/2020,"R44,286.00",,R0,0,44286
780,Gauteng - Health,"Monitor ICU ""Drager Vista 120 Model C""",DRAGER SOUTH AFRICA,0,"59,417.83",5,EA,30/09/2020,"R297,089.15",,R0,0,297089.15
781,Gauteng - Health,Monitor icu modular state CARESCAPE B650,MEDHOLD MEDICAL,0,"143,318.00",2,EA,30/09/2020,"R286,636.00",,R0,0,286636
782,Gauteng - Health,Monitor NIBP desktop Minray VS 800,RESPIRATORY CARE AFRICA,0,"38,200.90",2,EA,30/09/2020,"R76,401.80",,R0,0,76401.8
797,Mpumalanga - Health,Other,MPUMALANGA REGIONAL TRAINING TRUST,ACCOMMODATION,"498,117.80",1,Other UOM,30/09/2020,"R498,117.80",13/10/2020,"R498,118",498118,498117.8
801,Western Cape - Health,Other,TRIPLE PEAKS COMMODITIES,"CONTAINER , FOOD, 3 DIVISION, FOMOLITE",123,35,0,30/09/2020,"R4,305.00",16/08/2021,"R4,305",4305,4305
802,Western Cape - Health,Other,TRIPLE PEAKS COMMODITIES,Disposables,"1,128.00",2,PK,30/09/2020,"R2,256.00",1/8/2021,"R2,256",2256,2256
819,Western Cape - Health,PPE008 Surgical gowns,Promed Technologies,.,120,2000,EA,30/09/2020,"R240,000.00",21/01/2021,"R240,000",240000,240000
820,Western Cape - Health,PPE008 Surgical gowns,Promed Technologies,0,240,2000,0,30/09/2020,"R480,000.00",17/12/2020,"R480,000",480000,480000
823,Mpumalanga - Health,PPE018 3 Layer fabric cloth masks,Dikarabo Trading,0,25,1300,Other UOM,30/09/2020,"R32,500.00",20/10/2020,"R32,500",32500,32500
824,Mpumalanga - Health,PPE018 3 Layer fabric cloth masks,FBK Clothing and Textiles,0,25,472,Other UOM,30/09/2020,"R11,800.00",10/12/2020,"R11,800",11800,11800
856,Western Cape - Education,PPE021 Sanitising of buildings,MADAMS TRINITY SERVICES,CLEANING,3.9,2586,per m2,30/09/2020,"R10,085.00",14/10/2020,"R10,085",10085,10085
857,Western Cape - Health,PPE021 Sanitising of buildings,DOEPA TRADING 36,0,"13,455.00",1,EA,30/09/2020,"R13,455.00",21/10/2020,"R13,455",13455,13455
863,Mpumalanga - Health,Other,DANA AGENCY,ACCOMMODATION,"2,976.00",15,0,30/08/2021,"R53,622.00",20/09/2021,"R44,640",44640,53622
864,Mpumalanga - Health,Other,ZAP TRAVEL,ACCOMMODATION,"4,960.00",5,0,30/08/2021,"R29,790.00",27/09/2021,"R24,800",24800,29790
865,Mpumalanga - Health,Other,DANA AGENCY,T&S DOM:Food&Bever,480,15,0,30/08/2021,"R53,622.00",20/09/2021,"R7,200",7200,53622
866,Mpumalanga - Health,Other,ZAP TRAVEL,T&S DOM:Food&Bever,800,5,0,30/08/2021,"R29,790.00",27/09/2021,"R4,000",4000,29790
867,Mpumalanga - Health,Other,DANA AGENCY,T&S: Travel Agency Fee,"1,782.00",1,0,30/08/2021,"R53,622.00",20/09/2021,"R1,782",1782,53622
868,Mpumalanga - Health,Other,ZAP TRAVEL,T&S: Travel Agency Fee,990,1,0,30/08/2021,"R29,790.00",27/09/2021,R990,990,29790
869,Western Cape - Health,Other,SUNDRY PAYMENTS,CONTRCTRS:MEDICAL SERVICES,0,0,0,30/08/2021,"R717,158.00",30/08/2021,"R717,158",717158,717158
883,Western Cape - Education,PPE021 Sanitising of buildings,HOTLINE PLUMBING AND RENOVATION SERVICES,0,435,1,Each,30/08/2021,R0.00,9/10/2021,R435,435,0
884,Western Cape - Education,PPE021 Sanitising of buildings,DYNAMIC INTEGRATED SOLUTIONS,0,5.75,80,Each,30/08/2021,R0.00,9/3/2021,R460,460,0
885,Western Cape - Education,PPE021 Sanitising of buildings,HOTLINE PLUMBING AND RENOVATION SERVICES,0,450,96,per m2,30/08/2021,R0.00,9/3/2021,R450,450,0
886,Western Cape - Education,PPE021 Sanitising of buildings,ENVIRO-SAFE ENVIRONMENTAL SERVICES,0,18.97,96.99,per m2,30/08/2021,R0.00,9/3/2021,"R1,840",1840,0
887,Western Cape - Education,PPE021 Sanitising of buildings,DYNAMIC INTEGRATED SOLUTIONS,0,4.65,99,per m2,30/08/2021,R0.00,9/3/2021,R460,460,0
897,Western Cape - Health,Infrastructure,COMPASS MEDICAL WASTE SERVICES,0,"5,418.80",1,0,30/07/2021,"R5,418.80",17/09/2021,"R5,419",5419,5418.8
898,Western Cape - Health,Infrastructure,PENINSULA FABRICATIONS,0,"9,200.00",40,0,30/07/2021,"R368,000.00",23/09/2021,"R368,000",368000,368000
900,Mpumalanga - Health,Other,MAHAZY CATERING AND PROJECT,Catering,240,70,Other UOM,30/07/2021,"R16,800.00",8/11/2021,"R16,800",16800,16800
901,Western Cape - Health,Other,DOEPA TRADING 36,CLEANING,"10,780.00",1,0,30/07/2021,"R10,780.00",8/5/2021,"R10,780",10780,10780
902,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS HOUS SUP:CROCKERY & CUTLERY,0,0,0,30/07/2021,R576.40,30/07/2021,R576,576,576.4
903,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS HOUS SUP:DIS PAPER/PLAST,0,0,0,30/07/2021,"R3,129.64",30/07/2021,"R3,130",3130,3129.64
904,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS HOUS SUP:GROCERIES,0,0,0,30/07/2021,R785.50,30/07/2021,R786,786,785.5
905,Western Cape - Health,Other,ESCAPE TEGNOLOGIE,"DELIVERY , GOODS AND SERVICES",373.75,2,0,30/07/2021,R747.50,27/08/2021,R748,748,747.5
906,Western Cape - Health,Other,ESCAPE TEGNOLOGIE,"HEATER , FG4 ULTIMATE IR SPACE, 1500W","1,998.99",13,0,30/07/2021,"R25,986.87",27/08/2021,"R25,987",25987,25986.87
907,Western Cape - Health,Other,SUNDRY PAYMENTS,MEDICAL LAB NHLS,0,0,0,30/07/2021,"R1,950.00",30/07/2021,"R1,950",1950,1950
908,Western Cape - Health,Other,SUNDRY PAYMENTS,OPERATING LEASE:OTHER MACH&EQUIP,0,0,0,30/07/2021,"R55,439.20",30/07/2021,"R55,439",55439,55439.2
909,Western Cape - Health,Other,ESCAPE TEGNOLOGIE,"SWITCH , PULL IN ENCLOSURE, 10AMP",215.05,13,0,30/07/2021,"R2,795.65",27/08/2021,"R2,796",2796,2795.65
910,Western Cape - Health,Other,New Horizon Metals,"TRAY,INSTRUMENT","1,164.88",2,0,30/07/2021,"R2,329.76",27/08/2021,"R2,330",2330,2329.76
911,Western Cape - Health,Other,New Horizon Metals,TROLLEY ; DRESSING; 2-S/STEEL SHELVES; 3-SIDE TOP RAIL; 4-SIDE RAIL BOTTOM SHELF,"2,124.40",3,0,30/07/2021,"R6,373.20",27/08/2021,"R6,373",6373,6373.2
912,Western Cape - Health,Other,New Horizon Metals,Trolley 3 tier,"3,335.00",16,0,30/07/2021,"R53,360.00",27/08/2021,"R53,360",53360,53360
913,Health,PPE000 Other PPEs,KLONDIKE GUEST LODGE,PAYMENT REQUIRED FOR ACCOMMODATION AND MEALS OF ISOLATED PATIENT ON THE 23-30 MARCH 2021 AT VRYBURG,0,0,0,30/07/2021,"R8,400.00",8/4/2021,"R8,400",8400,8400
917,Mpumalanga - Health,PPE003 Respirator mask,LIORA MEDICAL SUPPLIES,0,735,4626,Other UOM,30/07/2021,"R3,401,999.46",9/1/2021,"R3,400,108",3400108,3401999.46
936,Western Cape - Education,PPE021 Sanitising of buildings,LEOVSA,0,2.14,1125.62,per m2,30/07/2021,R0.00,13/08/2021,"R2,415",2415,0
937,Western Cape - Education,PPE021 Sanitising of buildings,JDEES ENTERPRISE,0,7,142,Each,30/07/2021,R0.00,23/07/2021,R994,994,0
938,Western Cape - Education,PPE021 Sanitising of buildings,LEOVSA,0,7.01,246,per m2,30/07/2021,R0.00,8/6/2021,"R1,725",1725,0
939,Western Cape - Education,PPE021 Sanitising of buildings,DYNAMIC INTEGRATED SOLUTIONS,0,1.82,2531.7,per m2,30/07/2021,R0.00,13/08/2021,"R4,612",4612,0
940,Western Cape - Education,PPE021 Sanitising of buildings,LEOVSA,0,1.66,2558.01,per m2,30/07/2021,R0.00,13/08/2021,"R4,255",4255,0
941,Western Cape - Education,PPE021 Sanitising of buildings,JDEES ENTERPRISE,0,4.65,412,per m2,30/07/2021,R0.00,23/07/2021,"R1,916",1916,0
942,Western Cape - Education,PPE021 Sanitising of buildings,ENVIRO-SAFE ENVIRONMENTAL SERVICES,0,30.81,55.99,per m2,30/07/2021,R0.00,13/08/2021,"R1,725",1725,0
943,Western Cape - Education,PPE021 Sanitising of buildings,DYNAMIC INTEGRATED SOLUTIONS,0,1.49,733,per m2,30/07/2021,R0.00,13/08/2021,"R1,093",1093,0
948,Western Cape - Health,Telecommunication,SUNDRY PAYMENTS,0,0,0,0,30/07/2021,"R2,808.00",30/07/2021,"R2,808",2808,2808
961,Gauteng - Health,"Diagnostic set, portable",Class Three Medical Solution,0,"7,701.39",2,Each,30/07/2020,"R15,402.78",,R0,0,15402.78
966,Gauteng - Health,Gown surgical high risk dispos 2XL blue,TSG ROMAN MARKETING,0,158.95,2000,Each,30/07/2020,"R317,900.00",,R0,0,317900
969,Eastern Cape Public Works,Infrastructure,Star Time Trading CC,Upgrade of Health Facilitiy-  Majorie Parrish,"701,225.49",10,Other UOM,30/07/2020,"R7,012,254.95",18/08/2020,"R1,488,998",1488998,7012254.95
970,Eastern Cape Public Works,Infrastructure,TICA Consultants Pty Ltd,Upgrade of Health Facilitiy- Mthatha General Hospital,"4,836,501.48",10,Other UOM,30/07/2020,"R48,365,014.80",25/08/2020,"R8,753,129",8753129,48365014.8
971,Gauteng - Infrastructure Development,Infrastructure,Nkhupuko General Trading,Electrification of 4x donated Covid 19 tents at Sebokeng Hospital,0,0,Other UOM,30/07/2020,"R359,718.00",23/12/2020,"R293,837",293837,359718
972,Gauteng - Infrastructure Development,Infrastructure,Mosimudi Projects,Supply and installation of new oxygen and vacuum points in the respiratory ward Covid -19 project at South Rand Hospital,0,0,Other UOM,30/07/2020,"R345,000.00",,R0,0,345000
973,Gauteng - Health,Mask face 3ply loops with tie disposable,VARDOFLASH,0,1,2480000,Each,30/07/2020,"R2,480,000.00",,R0,0,2480000
974,Gauteng - Health,Mask face 3ply loops with tie disposable,DFC AFRICA,0,1,6047500,Each,30/07/2020,"R6,047,500.00",,R0,0,6047500
975,Gauteng - Health,Mask face tie back adults 3 layer cloth,Alvada Creations,0,40,1200,Each,30/07/2020,"R48,000.00",,R0,0,48000
976,Gauteng - Health,Mask surgical type N95;1 s,K PROTECTIVE EQUIPMENT,0,1,18495000,Other UOM,30/07/2020,"R18,495,000.00",,R0,0,18495000
977,Gauteng - Health,Neuro Surgery Instrument Set,Surgicare,0,"417,555.28",1,Each,30/07/2020,"R417,555.28",,R0,0,417555.28
1004,Western Cape - Health,Other,Rob Dyer Surgical,Autoclave,"499,749.75",1,EA,30/07/2020,"R499,749.75",10/9/2020,"R499,750",499750,499749.75
1005,Western Cape - Health,Other,CABEGO AND CO,Coffee Cup Carton,0.35,40000,EA,30/07/2020,"R14,000.00",10/8/2020,"R14,000",14000,14000
1006,Western Cape - Health,Other,Rob Dyer Surgical,Equipment,"499,749.75",1,EA,30/07/2020,"R499,749.75",20/10/2020,"R499,750",499750,499749.75
1007,Western Cape - Health,Other,Medtronics,Equipment,"164,486.01",1,EA,30/07/2020,"R164,486.01",31/08/2020,"R164,486",164486,164486.01
1008,Western Cape - Health,Other,MOBILIA OFFICE FURNITURE,Locker Unit,"3,536.74",10,EA,30/07/2020,"R35,367.40",20/10/2020,"R35,367",35367,35367.4
1017,Western Cape - Health,PPE000 Other PPEs,COMPASS MEDICAL WASTE SERVICES,0,887.62,3,0,30/07/2020,"R2,662.86",17/12/2020,"R2,663",2663,2662.86
1018,Western Cape - Health,PPE000 Other PPEs,COMPASS MEDICAL WASTE SERVICES,0,443.81,6,0,30/07/2020,"R2,662.86",17/12/2020,"R2,663",2663,2662.86
1019,Defence,PPE001 Surgical masks for patients,Zibulo Projects,0,12.5,60 000,Each,30/07/2020,R0.00,14/09/2020,R0,0,0
1020,Defence,PPE001 Surgical masks for patients,Bashubile,0,12.5,60 000,Each,30/07/2020,R0.00,19/08/2020,R0,0,0
1021,Defence,PPE001 Surgical masks for patients,Due Vestra 9,0,12.5,60 000,Each,30/07/2020,R0.00,19/08/2020,R0,0,0
1022,Defence,PPE001 Surgical masks for patients,Face Of Earth Trading & Projects,0,12.5,60 000,Each,30/07/2020,R0.00,19/08/2020,R0,0,0
1023,Defence,PPE001 Surgical masks for patients,Langalibalele,0,12.45,60 000,Each,30/07/2020,R0.00,19/08/2020,R0,0,0
1024,Defence,PPE001 Surgical masks for patients,Mntimande Logistics,0,12.35,60 000,Each,30/07/2020,R0.00,19/08/2020,R0,0,0
1025,Defence,PPE001 Surgical masks for patients,Sinafuthi Group,0,12.8,60 000,Each,30/07/2020,R0.00,19/08/2020,R0,0,0
1026,Defence,PPE001 Surgical masks for patients,First 4 Lin Trading Enterptrise,0,12.5,60 000,Each,30/07/2020,R0.00,25/08/2020,R0,0,0
1049,Western Cape - Health,PPE015 Non-sterile examination gloves,SHE-QMS Consulting and Project,Latex and Powder free M,1.94,250000,EA,30/07/2020,"R483,750.00",,"R483,750",483750,483750
1050,Western Cape - Health,PPE015 Non-sterile examination gloves,STELMED CC,Latex and Powder free M,1.83,250000,EA,30/07/2020,"R457,125.00",,"R457,125",457125,457125
1051,Western Cape - Health,PPE015 Non-sterile examination gloves,STELMED CC,Latex and Powder free S,1.83,250000,EA,30/07/2020,"R457,125.00",,"R457,125",457125,457125
1057,Mpumalanga - Health,PPE018 3 Layer fabric cloth masks,DIRARABO TRADING CO-OPERATIVE,0,25,480,Other UOM,30/07/2020,"R12,000.00",18/09/2020,"R12,000",12000,12000
1069,Eastern Cape - South African Social Security Agency,PPE021 Sanitising of buildings,MBOLOKOQOSHE TRADING,0,0,0,per m2,30/07/2020,"R13,500.00",28/08/2020,"R13,500",13500,13500
1074,Public Works,PPE021 Sanitising of buildings,Mostert Pest Control,0,0,0,per m2,30/07/2020,"R18,210.00",,R0,0,18210
1085,Gauteng - Health,Ventilator,SSEM Mthembu Medical,0,"291,353.12",1,Each,30/07/2020,"R291,353.12",,R0,0,291353.12
1086,Gauteng - Health,"Warmer, blood/fluid ( SBAH X 3)",SSEM Mthembu Medical,0,"22,994.25",13,Each,30/07/2020,"R298,925.25",,R0,0,298925.25
1105,Mpumalanga - Health,Other,DANA AGENCY,ACCOMMODATION,"4,960.00",15,Other UOM,30/06/2021,"R89,370.00",19/07/2021,"R74,400",74400,89370
1106,Mpumalanga - Health,Other,ZAPG & TOURS TRAVEL,ACCOMMODATION,"4,960.00",20,Other UOM,30/06/2021,"R119,160.00",19/07/2021,"R99,200",99200,119160
1107,Mpumalanga - Health,Other,VAKASHA TRAVEL,ACCOMMODATION,"2,280.00",7,0,30/06/2021,"R21,546.00",13/09/2021,"R15,960",15960,21546
1108,Mpumalanga - Health,Other,DANA AGENCY,Food & Bever,800,15,Other UOM,30/06/2021,"R89,370.00",19/07/2021,"R12,000",12000,89370
1109,Mpumalanga - Health,Other,ZAPG & TOURS TRAVEL,Food & Bever,800,20,Other UOM,30/06/2021,"R119,160.00",19/07/2021,"R16,000",16000,119160
1110,Mpumalanga - Health,Other,VAKASHA TRAVEL,T&S DOM:Food&Bever,600,7,0,30/06/2021,"R21,546.00",13/09/2021,"R4,200",4200,21546
1111,Mpumalanga - Health,Other,VAKASHA TRAVEL,T&S: Travel Agency Fee,"1,386.00",1,0,30/06/2021,"R21,546.00",13/09/2021,"R1,386",1386,21546
1112,Mpumalanga - Health,Other,DANA AGENCY,Travel Agency fee,"2,970.00",1,Each,30/06/2021,"R89,370.00",19/07/2021,"R2,970",2970,89370
1113,Mpumalanga - Health,Other,ZAPG & TOURS TRAVEL,Travel Agency fee,"3,960.00",1,Each,30/06/2021,"R119,160.00",19/07/2021,"R3,960",3960,119160
1124,Western Cape - Health,Other,BOLAND TRAVEL,ACCOMMODATION,"37,210.00",1,0,30/06/2021,"R37,210.00",16/07/2021,"R37,210",37210,37210
1125,Western Cape - Health,Other,BOLAND TRAVEL,ACCOMMODATION,"36,797.50",2,0,30/06/2021,"R73,595.00",13/08/2021,"R73,595",73595,73595
1163,Western Cape - Health,PPE016 Sterile examination or surgical gloves,Promed Technologies,0,132.1,1472,0,30/06/2021,"R194,451.20",8/5/2021,"R194,451",194451,194451.2
1164,Western Cape - Health,PPE016 Sterile examination or surgical gloves,MEDTEX,0,904.44,184,0,30/06/2021,"R166,416.96",20/08/2021,"R166,417",166417,166416.96
1165,Western Cape - Health,PPE016 Sterile examination or surgical gloves,MEDTEX,0,904.44,208,0,30/06/2021,"R188,123.52",26/08/2021,"R188,124",188124,188123.52
1166,Western Cape - Health,PPE016 Sterile examination or surgical gloves,MEDTEX,0,904.44,264,0,30/06/2021,"R238,772.16",13/08/2021,"R238,772",238772,238772.16
1167,Western Cape - Health,PPE016 Sterile examination or surgical gloves,MEDTEX,0,904.44,320,0,30/06/2021,"R289,420.80",26/08/2021,"R289,421",289421,289420.8
1168,Western Cape - Health,PPE016 Sterile examination or surgical gloves,MEDTEX,0,904.44,408,0,30/06/2021,"R369,011.52",13/08/2021,"R369,012",369012,369011.52
1169,Western Cape - Health,PPE016 Sterile examination or surgical gloves,MEDTEX,0,904.44,664,0,30/06/2021,"R600,548.16",26/08/2021,"R600,548",600548,600548.16
1194,Western Cape - Education,PPE021 Sanitising of buildings,SS SALUTIONS,0,"2,413.39",1,Each,30/06/2021,R0.00,8/6/2021,"R2,413",2413,0
1195,Western Cape - Education,PPE021 Sanitising of buildings,DYNAMIC INTEGRATED SOLUTIONS,0,"2,415.00",1,Each,30/06/2021,R0.00,16/07/2021,"R2,415",2415,0
